index,wav,label,text
380,078624.wav,1,高身輕了以為奇怪走過去看看其人喝的那晚茶丸裡尖削者34片茶葉就是平常吃的香片茶蛋一碗泡茶的水果說沒有紅色連黃也不曾黃義煌進士意外
381,078670.wav,6,太上老君一見他忙喊大家只係偷登仔又來了不空失了你笑著說老倌兒房我幹什麼老孫不幹那事了
382,078832.wav,6,悟空問你家住哪裡姓甚名誰要聽說我家祝福陵山雲棧洞與相貌微信叫豬剛鬣我自由本是怕他神魔法師
383,079165.wav,4,等了幾日帶傳帳借刀打好吃了殘障配樂刀削帶上兩間冰器直奔東京
384,079383.wav,3,是一種從任何一種資料中建立小的數字織紋的方法雜湊函式把訊息和資料壓縮成災要使得資料量變小將資料的格式固定下來該函式將資料打亂混合重新建立一個叫做雜湊值得
385,079618.wav,2,超雲與大約約始無之子房也說以為新君斯馬吉質詢優志工達海那名是成敗黃門侍郎後器官瑰香精與其俗童頭草操操以為行軍教授
386,079815.wav,4,陸達大吶喊只說是哪個政大官人卻是殺豬的正途也敢如此欺負人他又最適境以中說你們兩個心等著帶我去打死那傢伙
387,080136.wav,7,當下查國語車甲無命兩個老嬤嬤帶了帶與去見兩個母舅40假設之妻刑事們一起生效回到我帶了外甥女過去到也便宜假母笑道這是呢你也去吧不必過來了
388,080232.wav,3,大王代表太陽小王代表月亮其餘52張牌代表一年中的52個星期紅桃方塊梅花黑桃四種花色分別象徵著春夏秋冬四個季節每種花色有13張代表每個季節有13個星期
389,080275.wav,0,老公的肩頭兩個人妻外八鞋的笑著急著走去算是早早睡著了老公慢也走了任何有關上了門這時的乳症便完全裸待機靜裡區文安慰想變成明天確認在著急的你分波另有幾條狗也躲在暗的禮物屋角
390,080435.wav,1,只有吃了有什麼憑據呢此時那個人嘴裡打著湖南話在那裏王八瑤子的亂罵我細看他的行李出了一張之外還有一個大冒何都黏著將書籍補現正堂的封條板壁上掛著
391,080584.wav,1,復興這回總不能在含含混混得了因此又擱下的筆順手取過一疊新聞紙來這是上海寄來的上海指食指有兩種新聞植物種是申報一種是40戶報
392,080633.wav,0,倩兒又欠終於得先前比佛教員要錢的好官也很有給袁華為鎖心大會裡的饒強了沒有幾種日報上卻很芭樂先比伯績效他們的文字
393,080977.wav,3,台港澳代表台北暗殺星脫穎而出擊敗韓國與歐洲等強隊勇奪世界冠軍為了參與2013年亞洲室內舞運動會台灣組成中華電子競技代表隊奪下13面獎牌但是電子經紀人為受到政府重視
394,081652.wav,2,母曰無盡日肉顫心驚恐非急照著約將為國木起不癒有金報稅慈母而形菱形未凋殘曰吾為天子當例如為貴妃雕蟾以明知就裏甲做歡喜代謝
395,081722.wav,6,悟空微笑著說今日天晚了你先回去不要露了馬腳在明天老孫進程作為妖怪為你父王報仇雪恨
396,081894.wav,6,我建一個長嘴大和的和尚坐在林志玲只是不見昨天那麼臉和尚老要說想來是被風吹死了重要說別是他請救兵去了老要說什麼身邊我也不怕除了靈吉菩薩都不是我的對手
397,082490.wav,5,必勝品且其營養價值高在臨床研究中鳳梨蛋白質消化酶的提取物如鳳梨蛋白酶一成鳳梨酵素被證實是有效的抗腫瘤藥劑不緊
398,082676.wav,0,輕輕地問道小說你好些嗎你能就只是度2包好包好康大數撇了小聲一點仍然回過臉對眾人說下山也真是乖覺要是他不先購關連她攬人才
399,082699.wav,4,他壯起膽來使得鴛鴦拐將球踢還端王端王健死人手腳不凡聞名是姐夫派來的清水定要讓高球下場踢擊腳
400,083279.wav,6,和尚對好才點著貨物空吹了口氣便作狂鋒利時烈焰騰空金蛇狂舞大火蔓延開來把一座觀音院燒成一片火海和尚們就不下來荒地方鄉台櫃強桌端鍋叫苦連天
401,083280.wav,4,中途的親屬搶救了半天也沒把正途就活變到知府衙門告狀之谷尋斯魯達是老種經略相公的愛將不能隨便白卜他
402,084186.wav,7,病變的也其上個月中秋還跟著老太太太太們玩了半夜回家來好好的到了20號一日比一日教欖葉蘭塞吃東西這將近有半個多月了經期有兩個月沒來新聞接著說道別是洗吧
403,084340.wav,1,163心小說射手道紅口紅露日本郵便局買了有說票黏上膠帶寧白單身就走一直走到深山純果汁中學無人煙之的螢幕時之路始遊去了
404,084824.wav,2,劉備殺呂布事情成功劉備就是調一個幫手事情不成你不也會殺到劉備曹操遺計而行劉備按照密令與眾人商議對策張飛卻莽撞到的口風劉備之類將曹操的密性給呂布看了你不心裡很感動在
405,084961.wav,4,眼見證圖面皮漸漸產白只有出的氣沒有進的氣了魯達想不好法家只不過要教訓他一頓沒想到他不經打針打死了還要吃官司
406,085001.wav,5,持續溝通與風格的是好我想到那都蠻正心好那也會持續的溝通力量立委林昶佐證書內部也許有些溝通不足這個部分是不是所有在時代力量同政黨人裡面大家都要一起承擔的事情過去
407,085137.wav,2,學校大陸寫的書信教人員連夜趕往經週頌語刺史劉表要他在路上階級瞬間諸侯門四分五裂紛紛爸載你去討伐董卓的軍隊就這樣上去了劉備關羽張飛又回到的平原線
408,085460.wav,5,傳統相信念佛會帶來國際突破師大生命科學系研究發現環境中的農藥與重金屬的污染物累積在體內破壞中樞神經與回聲定位系統導致蝙蝠銀行無法正常在空中
409,085465.wav,1,天下事真是月初月底了老第一次回到南京來將所有越烈士都從他筆記起來將來還可以承益播出呢我問就是什麼是既知道像我時候你怎麼就有人來送你有一封信來再看一看卻是一位置台亞門裡的木福朋友送來的線上模及實在家要來拜訪
410,086069.wav,3,量穩定成長在2010年3月13日方舟臉書的造訪人次超越谷歌2010年11月臉書的市值來到411美元顯些超越1倍成為美國第三大網路公司僅次於谷歌和亞馬遜
411,086404.wav,1,大姊來進課這就叫做裝乾濕當下圖老而坐了一會又要走了桂花又約他明天來他到了明天果然又去了桂花留他住下他就
412,086484.wav,4,鴻興遊覽了各處宮殿最後來到幼狼的一所電與前只見電門上用胳膊粗的大鎖鎖著眼乾扁上寫著伏魔之殿四個金字
413,086747.wav,5,立多個帳號從104年開始在網路刊登販賣尿布的嬰兒用品文章或是訊息洋洲有管道購得相當便宜的嬰兒用品等被害人發現被騙實這一廠商無法出貨另外找新廠商等藉口拖延全台灣至少700人被騙已經有300多人提告高雄
414,087000.wav,6,大觀說亂了會放了它3個必了是非之門2怪說不行我費了多少心血是這計策才拿來長生不能怕了孫行者等我跟他佔3和他若不慎我行生還是我們口中之石
415,087129.wav,4,不服氣說不呈現前量不多去有何用若是我們怕了一個死竟如何抵擋冠軍入伍陽春苦勸不下城打點了白石明樓囉衝下山去殺噴石家莊
416,087195.wav,4,中途要讓火祭動手乳答說不許他們動手所以你自己來中途動手切了10斤斤肉剁成肉餡用荷葉包了
417,087288.wav,5,地政轄區內某商業大樓酒店有相當多名黑衣人聚集一是意圖資是警方立即調動線上快打部隊到場在大樓一樓就發現了十幾名可以黑衣男子正準備搭電梯上樓變一般查資料最後警方在進入酒店內零件有發現了一個包廂裡有約30
418,087858.wav,4,李中到桃花山下碰上山寨大王結路大王不是他的對手請他上山讓他做了在主這位大王就是方才被智勝打的人稱小霸王周通
419,087872.wav,5,學生疑似遭到JR列車撞到2車站調閱監視器後也發現確實有撞到人但工作人員在現場卻完全沒有發現這位男同學就念月台附近醫院都沒有查詢到男同學的蹤跡憑空消失的怪事連警方也傻眼
420,088362.wav,6,清風就上了事務用荊棘之塔下兩個明月用單盤接了回到前電信給唐伸縮五莊觀無物袋客行有圖產國賓2沒請老師傅傑可
421,088402.wav,2,陶潛質的影音初音願望超君如舖雙詠雪中均數起白棋兩面大樹報仇雪恨似字軍馬列成正式朝操縱馬出正生穿高樹羊鞭大嗎
422,088406.wav,4,那個什麼症關係政大官人住在哪裡老頭說老和信金行二女兒小子翠蓮政大官人就是狀元橋下賣肉的正途老和婦女就住在東門裡魯加剋店
423,088460.wav,2,寄一定王源變差騎都尉理署前往沒誤傳照輸給董桌裡訴說皇帝的病剛好要將皇位讓給太師董卓並沒有懷疑當天變通裡數回到京城長安養院等早已安排好了董卓車站到
424,088715.wav,4,圓管束吃了睡睡了吃拉屎撒尿也不找地方就在大殿後面方便是這稟報長老長老反而後識識者一通從此再也無人敢管自身的事
425,088889.wav,6,提升下有人叫菩薩救我試圖下的山徑山下壓著當年大鬧天宮的齊天大聖大聖說如來言而無信把我紅了呀在這裡五百年你從哪裡來菩薩說要到東埔早取經人難悟空跟曲金元當地圖的到時他只會救你
426,089245.wav,4,知府回到衙門再派人捉拿魯達魯達超跑沒影了他變出樂器古文書畫上魯達地上冒通緝殺人在逃的軍官魯達
427,089978.wav,4,老手聽得霧台三地生人忙將至申請入後膛命裝課安排酒飯致伸聞名此處是桃花村老漢是劉太公也爆出數名法號
428,090060.wav,0,4吋多長線是少子按的那和心理計算保額該有活命的但總免不了超級忍不住要問變質局處處的說先生我家的寶兒什麼訂呀他中
429,090202.wav,4,警察而出為2大王報酬來了自身體了殘障說你們休慌帶我出去一仗打翻一個你們只關綁了解去官府勤上說吧他光著膀子來寶春頭打賣場上
430,091101.wav,1,看了一回誰知他送課之後走到上房裡他那個五歲的小少爺手裡拿著一個有嗎團往他身上一樓把那轉新的衣服要上了量化油機不去動他倒也罷了他們不知哪個說是滑石
431,091204.wav,0,花東西來著作燈光下仔細看什麼東西斑斑駁駁的想吃懶骨頭上面還帶著一排零落不全的牙齒太精武到這許許下巴骨了河內下巴骨也便在他手裡所說的動彈起來而且效應的寫出效應終於心得他開口道就會用完了
432,092094.wav,0,學生總會上一個全文給政府說校園塔位不上課邊要付欠薪這雖然並無效地方選錯卻忽而繼起前回政府所說的上了課才給錢的話來差不多這一個影子在他眼前又一晃而且並不像面魚是他便在講堂上空表了
433,092148.wav,2,躍登機9月就被廢了只做了5個月的黃的何種著所立的這個陳留王劉協志薄荷是林帝的兒子也就是現的這個時候就有9歲改年號為出平董卓登上香果汁胃漲潮時可以帶箭穿鞋子不亂無比
434,092193.wav,1,初十萬兩銀子的賞格來說我可以這樣自己好好的姓名來引了另外這個什麼九死一生呢只因我出來應試的20年終回頭想來所遇見的只有三種東西的一種是蛇蟲鼠蟻的2種是豺狼虎豹的三種是吃嗎
435,092277.wav,4,跟王詩齡針灸起身去小姐來到書房間書案上一對羊脂玉雕成地政徵獅子玲瓏剔透的不釋手的吧玩一會兒
436,092354.wav,5,楠梓超人減後乘乘九和尚路不會讓員警要他靠邊受檢酒測10男子卻猛催油門地圖逃逸良名言警方常反應不及撞到機車衝撞不會認份有交男子掌下壓制並帶回訓為酒測結果酒測數值為0.09毫克
437,093217.wav,4,取出十兩銀子說還什麼還禮週末了好一陣拿出2兩多碎銀子來魯達說你也不是爽利人把碎銀子又推回去職法師無量給金老說拿上當談談你父女回電精去吧
438,093269.wav,2,均一實難見高低成功用為呂布出了一計較不養成中大富戶天是嘉義區向曹操投降謊稱呂布不太丞中警察超快來工程填志願意做個那英九天夜裡出跟曹操率儀隊人馬出入程序等知道中
439,093272.wav,4,誰料一陣風吹來又從山邊竹林中竄出一條花蛇來紅杏仁味香薷驚覺這次我玩了摔倒在一塊大石邊
440,093730.wav,6,王夏德跌入眼中殺生忙把糖身強出人從服上嗎被忽見路邊閃出一個女子說唐玉的哪裡走我和你耍弄風月去殺生論保障就打那女子弄一陣順風把唐僧
441,094219.wav,5,就不表示106年研發及產業訓儲替代役啟動局11月出公告有台積電等877家用人單位合格需求員額7576元預估將有5001難或用人單位錄取其中研發替代役4500人產業訓儲替代役
442,094566.wav,5,小琉球附近海域偵破東港籍漁船走私80公斤的K他命深入追查發現毒品集團成員為了彌補走私K他命遭查獲得省思另外再安排走私更多的毒品一月17號專案人員跟中到屏東縣長治鄉先後逮捕魚姓男子漢陳姓男子順利尋現場
